Symbol,Name,Price,Exchange
"ZWH.TO","BMO US High Dividend Covered Call ETF",18.58,"Toronto"
"ZPW.TO","BMO US Put Write ETF",15.02,"Toronto"
"GBT.TO","BMTC Group Inc",9.42,"Toronto"
"BKX.TO","Bnk Petroleum Inc",0.055,"Toronto"
"BSC.TO","BNS Split Corp II",15,"Toronto"
"BEI-UN.TO","Boardwalk Real Estate Investment Trust",29.52,"Toronto"
"BBD-B.TO","Bombardier Inc",0.39,"Toronto"
"BNP.TO","Bonavista Energy Corp",0.045,"Toronto"
"BNE.TO","Bonterra Energy Corp",1.35,"Toronto"
"BLX.TO","Boralex Inc",32.54,"Toronto"
"BPF-UN.TO","Boston Pizza Royalties Income Fund",6.78,"Toronto"
"BYD-UN.TO","Boyd Group Income Fund",202,"Toronto"
"BOY.TO","Boyuan Construction Group Inc",0.495,"Toronto"
"BBL-A.TO","Brampton Brick Ltd",6.2,"Toronto"
"HBL-UN.TO","Brand Leaders Income Fund",11.01,"Toronto"
"HBF.TO","Harvest Brand Leaders Plus Income ETF",9.33,"Toronto"
"BRY.TO","Bri-Chem Corp",0.075,"Toronto"
"LCS.TO","Brompton Lifeco Split Corp",2.65,"Toronto"
"OSP.TO","Brompton Oil Split Corp",0.42,"Toronto"
"SBC.TO","Brompton Split Banc Corp",9.37,"Toronto"
"BAM-A.TO","Brookfield Asset Management Inc",43.42,"Toronto"
"BBU-UN.TO","Brookfield Business Partners LP",40.4,"Toronto"
"BGI-UN.TO","Brookfield Global Infrastructure Securities Income Fund",6.08,"Toronto"
"BIP-UN.TO","Brookfield Infrastructure Partners LP",59.28,"Toronto"
"BPY-UN.TO","Brookfield Property Partners LP",14.65,"Toronto"
"BRE.TO","Bridgemarq Real Estate Services Inc",12.81,"Toronto"
"BEP-UN.TO","Brookfield Renewable Partners LP",58.94,"Toronto"
"BSO-UN.TO","Brookfield Select Opportunities Income Fund",3.17,"Toronto"
"BSD-UN.TO","Soundvest Split Trust",0.5,"Toronto"
"DOO.TO","BRP Inc",69.51,"Toronto"
"BTB-UN.TO","BTB Real Estate Investment Trust",3.04,"Toronto"
"BUI.TO","Buhler Industries Inc",2.55,"Toronto"
"BU.TO","Burcon NutraScience Corp",2.37,"Toronto"
"CAE.TO","CAE Inc",19.86,"Toronto"
"CWL.TO","Caldwell Partners International Inc",0.8,"Toronto"
"CAL.TO","Caledonia Mining Corporation Plc",22.87,"Toronto"
"CFW.TO","Calfrac Well Services Ltd",0.16,"Toronto"
"CGY.TO","Calian Group Ltd",63.82,"Toronto"
"CBL.TO","Callidus Capital Corporation",0.74,"Toronto"
"CCO.TO","Cameco Corp",14.18,"Toronto"
"CF.TO","Canaccord Genuity Group Inc",7.42,"Toronto"
"CNE.TO","Canacol Energy Ltd",3.55,"Toronto"
"CAR-UN.TO","Canadian Apartment Properties Real Estate Investment Trust",43.85,"Toronto"
"BK.TO","Canadian Banc Corp",7.3,"Toronto"
"CCX.TO","Canadian Crude Oil Index ETF",4.27,"Toronto"
"CEU.TO","CES Energy Solutions Corp",0.93,"Toronto"
"CIQ-UN.TO","Canadian High Income Equity Fund",6.4,"Toronto"
"CM.TO","Canadian Imperial Bank of Commerce",104.09,"Toronto"
"LFE.TO","Canadian Life Companies Split Corp",1.76,"Toronto"
"CNR.TO","Canadian National Railway Co",135.38,"Toronto"
"GAS.TO","Canadian Natural Gas ETF",4.05,"Toronto"
"CNQ.TO","Canadian Natural Resources Ltd",25.71,"Toronto"
"CP.TO","Canadian Pacific Railway Ltd",379.13,"Toronto"
"PFT-UN.TO","Canadian Preferred Share Trust",4.3,"Toronto"
"CTC-A.TO","Canadian Tire Corporation Ltd",134.93,"Toronto"
"UTE-UN.TO","Canadian Utilities & Telecom Income Fund",9.33,"Toronto"
"CU.TO","Canadian Utilities Ltd",32.35,"Toronto"
"CWB.TO","Canadian Western Bank",27.96,"Toronto"
"CCM.TO","Canarc Resource Corp",0.135,"Toronto"
"DNT.TO","Candente Copper Corp",0.09,"Toronto"
"CFP.TO","Canfor Corp",16.57,"Toronto"
"CFX.TO","Canfor Pulp Products Inc",4.95,"Toronto"
"ICE.TO","Canlan Ice Sports Corp",3.85,"Toronto"
"EIT-UN.TO","Canoe EIT Income Fund",9.46,"Toronto"
"PBY-UN.TO","Canso Credit Income Fund",12,"Toronto"
"CWX.TO","CanWel Building Materials Group Ltd",6.79,"Toronto"
"CPX.TO","Capital Power Corp",28.44,"Toronto"
"CS.TO","Capstone Mining Corp",1.35,"Toronto"
"CJ.TO","Cardinal Energy Ltd (Alberta)",0.53,"Toronto"
"CJT.TO","Cargojet Inc",172.02,"Toronto"
"CAS.TO","Cascades Inc",14.06,"Toronto"
"CET.TO","Cathedral Energy Services Ltd",0.125,"Toronto"
"CCL-B.TO","CCL Industries Inc",47.36,"Toronto"
"CLS.TO","Celestica Inc",9.89,"Toronto"
"CVE.TO","Cenovus Energy Inc",6.06,"Toronto"
"CEE.TO","Centamin PLC",3.46,"Toronto"
"CG.TO","Centerra Gold Inc",16.59,"Toronto"
"CHH.TO","Centric Health Corporation",0.225,"Toronto"
"CNT.TO","Century Global Commodities Corp",0.155,"Toronto"
"CQE.TO","Cequence Energy Ltd.",0.145,"Toronto"
"CRP.TO","Ceres Global Ag Corp",3.11,"Toronto"
"GIB-A.TO","CGI Inc",91.04,"Toronto"
"CXN.TO","Chalice Gold Mines Limited",0.185,"Toronto"
"CIA.TO","Champion Iron Ltd",2.85,"Toronto"
"CSH-UN.TO","Chartwell Retirement Residences",10.82,"Toronto"
"CHE-UN.TO","Chemtrade Logistics Income Fund",5.57,"Toronto"
"CHW.TO","Chesswood Group Ltd",6.01,"Toronto"
"CGG.TO","China Gold International Resources Corp Ltd",1.835,"Toronto"
"CKE.TO","Chinook Energy Inc.",0.07,"Toronto"
"CHP-UN.TO","Choice Properties Real Estate Investment Trust",12.34,"Toronto"
"CHR.TO","Chorus Aviation Inc",2.64,"Toronto"
"CIX.TO","CI Financial Corp",18.34,"Toronto"
"MBA.TO","CIBT Education Group Inc",0.68,"Toronto"
"CGX.TO","Cineplex Inc",9.4,"Toronto"
"CPH.TO","Cipher Pharmaceuticals Inc",1.11,"Toronto"
"CTF-UN.TO","Citadel Income Fund",2.7,"Toronto"
"CVG.TO","Clairvest Group Inc",51,"Toronto"
"CKI.TO","Clarke Inc",5.97,"Toronto"
"CSM.TO","ClearStream Energy Services Inc",0.03,"Toronto"
"CLR.TO","Clearwater Seafoods Inc",6.07,"Toronto"
"CNU.TO","CNOOC Limited",149.5,"Toronto"
"CCA.TO","Cogeco Communications Inc",113,"Toronto"
"CGO.TO","Cogeco Inc",92.6,"Toronto"
"GCL.TO","Colabor Group Inc",0.32,"Toronto"
"CIGI.TO","Colliers International Group Inc",86.21,"Toronto"
"CGT.TO","Columbus Gold Corp.",0.13,"Toronto"
"CUF-UN.TO","Cominar REIT",7.08,"Toronto"
"YCM.TO","New Commerce Split Corp",2.1,"Toronto"
"CMG.TO","Computer Modelling Group Ltd",5.18,"Toronto"
"CPI.TO","Condor Petroleum Inc",0.52,"Toronto"
"CFF.TO","Conifex Timber Inc",1.29,"Toronto"
"CSU.TO","Constellation Software Inc",1472.81,"Toronto"
"CNL.TO","Continental Gold Inc.",5.49,"Toronto"
"CSW-A.TO","Corby Spirit and Wine Ltd",15.9,"Toronto"
"CDD-UN.TO","Core Canadian Dividend Trust",4.2,"Toronto"
"COP.TO","Coro Mining Corp.",0.06,"Toronto"
"CDH.TO","Corridor Resources Inc.",1.38,"Toronto"
"CJR-B.TO","Corus Entertainment Inc",3.08,"Toronto"
"KOR.TO","Corvus Gold Inc",3.77,"Toronto"
"BCB.TO","Cott Corporation",19.52,"Toronto"
"PATH.TO","CounterPath Corp",5.74,"Toronto"
"CPG.TO","Crescent Point Energy Corp",2.09,"Toronto"
"CTX.TO","Crescita Therapeutics Inc",0.58,"Toronto"
"CR.TO","Crew Energy Inc",0.385,"Toronto"
"CRH.TO","CRH Medical Corp",3.07,"Toronto"
"CCZ.TO","Critical Control Energy Services Corp.",0.08,"Toronto"
"KWH-UN.TO","Crius Energy Trust",8.8,"Toronto"
"CRR-UN.TO","Crombie Real Estate Investment Trust",12.96,"Toronto"
"CWI.TO","Crosswinds Holdings Inc.",0.12,"Toronto"
"CRT-UN.TO","CT Real Estate Investment Trust",13.94,"Toronto"
"CXI.TO","Currency Exchange International Corp",10.56,"Toronto"
"CYB.TO","Cymbria Corp",44.98,"Toronto"
"DBO.TO","D-Box Technologies Inc",0.135,"Toronto"
"DCM.TO","Data Communications Management Corp",0.24,"Toronto"
"DEE.TO","Delphi Energy Corp.",0.35,"Toronto"
"DSG.TO","Descartes Systems Group Inc",74.3,"Toronto"
"DGC.TO","Detour Gold Corporation",23.1,"Toronto"
"DRT.TO","DIRTT Environmental Solutions Ltd",2.2,"Toronto"
"DIV.TO","Diversified Royalty Corp",1.76,"Toronto"
"DFN.TO","Dividend 15 Split Corp",6.77,"Toronto"
"DF.TO","Dividend 15 Split Corp II",2.92,"Toronto"
"DGS.TO","Dividend Growth Split Corp",3.2,"Toronto"
"DS.TO","Dividend Select 15 Corp",6.45,"Toronto"
"DOL.TO","Dollarama Inc",49.42,"Toronto"
"UFS.TO","Domtar Corp",37.67,"Toronto"
"DII-B.TO","Dorel Industries Inc",11.01,"Toronto"
"DRG-UN.TO","Dream Global Real Estate Investment Trust",16.79,"Toronto"
"DRA-UN.TO","Dream Hard Asset Alternatives Trust",5.11,"Toronto"
"DIR-UN.TO","Dream Industrial Real Estate Investment Trust",10.9,"Toronto"
"D-UN.TO","Dream Office Real Estate Investment Trust",19.19,"Toronto"
"DRM.TO","DREAM Unlimited Corp",19.44,"Toronto"
"DC-A.TO","Dundee Corp",1.5,"Toronto"
"DPM.TO","Dundee Precious Metals Inc",9.25,"Toronto"
"DXI.TO","DXI Energy Inc",0.01,"Toronto"
"DNG.TO","Dynacor Gold Mines Inc",2,"Toronto"
"ELF.TO","E-L Financial Corp Ltd",671,"Toronto"
"ECF-UN.TO","East Coast Investment Grade Income Fund",8.5,"Toronto"
"ELR.TO","Eastern Platinum Ltd",0.41,"Toronto"
"ER.TO","Eastmain Resources Inc",0.24,"Toronto"
"EFH.TO","Echelon Financial Holdings Inc",6.3,"Toronto"
"ECN.TO","ECN Capital Corp",5.04,"Toronto"
"EVT.TO","Economic Investment Trust Ltd",99,"Toronto"
"ECO.TO","EcoSynthetix Inc",2.3,"Toronto"
"ELD.TO","Eldorado Gold Corp",14.29,"Toronto"
"EFL.TO","Electrovaya Inc",0.63,"Toronto"
"EFN.TO","Element Fleet Management Corp",10.64,"Toronto"
"EMA.TO","Emera Inc",53.12,"Toronto"
"EMP-A.TO","Empire Company Ltd",32.96,"Toronto"
"ENB.TO","Enbridge Inc",41.24,"Toronto"
"ECA.TO","Encana Corporation",4.96,"Toronto"
"EDV.TO","Endeavour Mining Corp",35.82,"Toronto"
"EDR.TO","Endeavour Silver Corp",5.32,"Toronto"
"EFX.TO","Enerflex Ltd",5.47,"Toronto"
"EFR.TO","Energy Fuels Inc",2.31,"Toronto"
"ENI-UN.TO","Energy Income Fund",1.26,"Toronto"
"HPF.TO","Harvest Energy Leaders Plus Income ETF",2.15,"Toronto"
"ERF.TO","Enerplus Corp",3.17,"Toronto"
"ENGH.TO","Enghouse Systems Ltd",73.68,"Toronto"
"ESI.TO","Ensign Energy Services Inc",0.66,"Toronto"
"ENT.TO","ENTREC Corporation",0.025,"Toronto"
"ETG.TO","Entree Resources Ltd",0.465,"Toronto"
"EPS.TO","Epsilon Energy Ltd.",5.46,"Toronto"
"EQB.TO","Equitable Group Inc",77,"Toronto"
"ERD.TO","Erdene Resource Development Corp",0.485,"Toronto"
"ESN.TO","Essential Energy Services Ltd",0.165,"Toronto"
"ETX.TO","Etrion Corp",0.24,"Toronto"
"ESM.TO","Euro Sun Mining Inc",0.47,"Toronto"
"EOX.TO","Euromax Resources Ltd",0.035,"Toronto"
"ET.TO","Evertz Technologies Ltd",11.885,"Toronto"
"XCT.TO","ExactEarth Ltd",0.59,"Toronto"
"EXN.TO","Excellon Resources Inc",0.97,"Toronto"
"EIF.TO","Exchange Income Corp",31.98,"Toronto"
"XTC.TO","Exco Technologies Ltd",6.63,"Toronto"
"EXF.TO","EXFO Inc",4.71,"Toronto"
"EXE.TO","Extendicare Inc",5.7,"Toronto"
"FFH.TO","Fairfax Financial Holdings Ltd",399.4,"Toronto"
"FIH-U.TO","Fairfax India Holdings Corporation",7.5,"Toronto"
"FRX.TO","Fennec Pharmaceuticals Inc",6.54,"Toronto"
"FSZ.TO","Fiera Capital Corp",10.35,"Toronto"
"FTN.TO","Financial 15 Split Corp",3.42,"Toronto"
"FTT.TO","Finning International Inc",19.87,"Toronto"
"FTG.TO","Firan Technology Group Corp",1.48,"Toronto"
"FC.TO","Firm Capital Mortgage Investment Corp",12.2,"Toronto"
"BXF.TO","CI First Asset 1-5 Year Laddered Government Strip Bond Index ETF Common",10.61,"Toronto"
"FDV.TO","CI First Asset Active Canadian Dividend ETF Common",9.4,"Toronto"
"FAI.TO","CI First Asset Active Utility &amp; Infrastructure ETF Common Units",11.92,"Toronto"
"MXF.TO","CI First Asset Can-Materials Covered Call ETF Common",12.06,"Toronto"
"FBE.TO","CI First Asset Canadian Buyback Index ETF",21.38,"Toronto"
"CXF.TO","CI First Asset Canadian Convertible Bond ETF Common",9.65,"Toronto"
"FDL.TO","First Asset Canadian Dividend Low Volatility Index ETF",19.78,"Toronto"
"RIT.TO","CI First Asset Canadian REIT ETF Common",15.33,"Toronto"
"CIC.TO","CI First Asset CanBanc Income Class ETF",9.75,"Toronto"
"CED.TO","CI First Asset Core Canadian Equity ETF Common Units",22.21,"Toronto"
"CSY.TO","CI First Asset Core Canadian Equity Income Class ETF",19.64,"Toronto"
"CES.TO","CI First Asset Core U.S. Equity ETF (CAD Hedged) Common Units",24.5,"Toronto"
"NXF.TO","CI First Asset Energy Giants Covered Call ETF Common Units (CAD Hedged)",3.77,"Toronto"
"FHB.TO","CI CI First Asset European Bank ETF Common",5.12,"Toronto"
"FSF.TO","CI First Asset Global Financial Sector ETF",15.39,"Toronto"
"FLB.TO","CI First Asset Long Duration Fixed Income ETF",22.46,"Toronto"
"DXM.TO","CI First Asset Morningstar Canada Dividend Target 30 Index ETF Common",9.66,"Toronto"
"WXM.TO","CI First Asset Morningstar Canada Momentum Index ETF Common",20.15,"Toronto"
"FXM.TO","CI First Asset Morningstar Canada Value Index ETF Common",14.31,"Toronto"
"ZXM.TO","CI First Asset Morningstar International Momentum Index ETF Common Units (CAD Hedged)",32.3,"Toronto"
"VXM.TO","CI First Asset Morningstar International Value Index ETF Common Units (CAD Hedged)",19.93,"Toronto"
"QXM.TO","CI First Asset Morningstar National Bank Qu??bec Index ETF Common",19.71,"Toronto"
"UXM.TO","CI First Asset Morningstar US Dividend Target 50 Index ETF (CAD Hedged) Common",14.12,"Toronto"
"YXM.TO","CI First Asset Morningstar US Momentum Index ETF (CAD Hedged) Common",14.82,"Toronto"
"XXM.TO","CI First Asset Morningstar US Value Index ETF (CAD Hedged) Common",7.99,"Toronto"
"RWC.TO","CI First Asset MSCI Canada Low Risk Weighted ETF Common",11.09,"Toronto"
"FQC.TO","CI First Asset MSCI Canada Quality Index Class ETF",24.03,"Toronto"
"RWE.TO","CI First Asset MSCI Europe Low Risk Weighted ETF Common Units",27.43,"Toronto"
"RWU.TO","CI First Asset MSCI USA Low Risk Weighted ETF (CAD Hedged) Common",17.4,"Toronto"
"RWW.TO","CI First Asset MSCI World Low Risk Weighted ETF Common Units (CAD Hedged)",28.38,"Toronto"
"FPR.TO","CI First Asset Preferred Share ETF",19.82,"Toronto"
"FGB.TO","CI First Asset Short Term Government Bond Index Class ETF",19.48,"Toronto"
"TXF.TO","CI First Asset Tech Giants Covered Call ETF Common Units",19,"Toronto"
"FLI.TO","CI First Asset U.S. &amp; Canada Lifeco Income ETF Common",8.03,"Toronto"
"FBU.TO","CI First Asset U.S. Buyback Index ETF",28.95,"Toronto"
"FUT.TO","CI First Asset U.S. Tactical Sector Allocation Index ETF",24.79,"Toronto"
"FCR.TO","First Capital Realty Inc.",20.86,"Toronto"
"FR.TO","First Majestic Silver Corp",14.99,"Toronto"
"FN.TO","First National Financial Corp",33.24,"Toronto"
"FM.TO","First Quantum Minerals Ltd",12.93,"Toronto"
"FDE.TO","First Trust AlphaDEX Emerging Market Dividend ETF CAD Hedged Common",13.13,"Toronto"
"EUR.TO","First Trust AlphaDEX European Dividendidend Index ETF Common",17.48,"Toronto"
"FHD.TO","First Trust AlphaDEX U.S. Consumer Discretionary Sector Index ETF",26.34,"Toronto"
"FHC.TO","FT AlphaDEX U.S. Consumer Staples Sector Index ETF",25.87,"Toronto"
"FUD.TO","First Trust Value Line Dividend ETF Common",27.42,"Toronto"
"FHE.TO","First Trust AlphaDEX U.S. Energy Sector Index ETF",5.73,"Toronto"
"FHF.TO","First Trust AlphaDEX U.S. Financial Sector Index ETF",26.66,"Toronto"
"FHH.TO","FT AlphaDEX U.S. Health Care Sector Index ETF",32.48,"Toronto"
"FHG.TO","FT AlphaDEX U.S. Industrials Sector Index ETF",30.11,"Toronto"
"FHM.TO","First Trust AlphaDEX U.S. Materials Sector Index ETF",23.83,"Toronto"
"FHQ.TO","FT AlphaDEX U.S. Technology Sector Index ETF",56.04,"Toronto"
"FHU.TO","First Trust AlphaDEX U.S. Utilities Sector Index ETF",25.42,"Toronto"
"FST.TO","First Trust Canadian Capital Strength ETF Common",33.09,"Toronto"
"FSR.TO","First Trust Dorsey Wright U.S. Sector Rotation Index ETF (CAD-Hedged)",20.99,"Toronto"
"ETP.TO","First Trust Global Risk Managed Income Index ETF Common",17.75,"Toronto"
"FSL.TO","First Trust Senior Loan ETF (CAD-Hedged) Common",17.55,"Toronto"
"FTB.TO","First Trust Tactical Bond Index ETF",16.57,"Toronto"
"FSV.TO","FirstService Corp",163.71,"Toronto"
"FCU.TO","Fission Uranium Corp",0.42,"Toronto"
"FFI-UN.TO","Flaherty & Crumrine Investment Grade Fixed Income Fund",11.02,"Toronto"
"FAR.TO","Foraco International SA",0.51,"Toronto"
"FSY.TO","Forsys Metals Corp",0.15,"Toronto"
"FTS.TO","Fortis Inc",52.01,"Toronto"
"FVI.TO","Fortuna Silver Mines Inc",9.05,"Toronto"
"FT.TO","Fortune Minerals Ltd",0.075,"Toronto"
"FNV.TO","Franco-Nevada Corp",190.11,"Toronto"
"FVL.TO","Freegold Ventures Ltd",1.45,"Toronto"
"FRU.TO","Freehold Royalties Ltd",4.01,"Toronto"
"GH.TO","Gamehost Inc",5.76,"Toronto"
"GDI.TO","GDI Integrated Facility Services Inc",37.26,"Toronto"
"GXE.TO","Gear Energy Ltd",0.18,"Toronto"
"GMO.TO","General Moly Inc",0.16,"Toronto"
"GDC.TO","Genesis Land Development Corp",1.43,"Toronto"
"MIC.TO","Genworth MI Canada Inc",35.36,"Toronto"
"GEO.TO","Geodrill Ltd",1.9,"Toronto"
"WN.TO","George Weston Ltd",93.89,"Toronto"
"GEI.TO","Gibson Energy Inc",23.93,"Toronto"
"GIL.TO","Gildan Activewear Inc",26.54,"Toronto"
"GVC.TO","Glacier Media Inc",0.215,"Toronto"
"GLG.TO","Glg Life Tech Corp",0.33,"Toronto"
"GDG-UN.TO","Global Dividend Growers Income Fund",12.25,"Toronto"
"HGI-UN.TO","Global Telecom & Utilities Income Fund",8.2,"Toronto"
"GMX.TO","Globex Mining Enterprises Inc",0.67,"Toronto"
"GMP.TO","GMP Capital Inc",1.76,"Toronto"
"GSY.TO","goeasy Ltd",63.95,"Toronto"
"GGD.TO","GoGold Resources Inc",1.57,"Toronto"
"GSC.TO","Golden Star Resources Ltd",5.72,"Toronto"
"GGA.TO","Goldgroup Mining Inc",0.07,"Toronto"
"XAU.TO","GoldMoney Inc",2.8,"Toronto"
"GDL.TO","Goodfellow Inc",6.1,"Toronto"
"GCM.TO","Gran Colombia Gold Corp",6.05,"Toronto"
"GTE.TO","Gran Tierra Energy Inc",0.335,"Toronto"
"GXO.TO","Granite Oil Corp.",0.94,"Toronto"
"GRT-UN.TO","Granite Real Estate Investment Trust",75.91,"Toronto"
"GC.TO","Great Canadian Gaming Corp",26.13,"Toronto"
"GPR.TO","Great Panther Mining Ltd",1.24,"Toronto"
"GWO.TO","Great-West Lifeco Inc",25.76,"Toronto"
"GCG-A.TO","Guardian Capital Group Limited",23.99,"Toronto"
"GUY.TO","Guyana Goldfields Inc",1.84,"Toronto"
"GCT.TO","GVIC Communications Corp",0.15,"Toronto"
"HR-UN.TO","H&R Real Estate Investment Trust",10.44,"Toronto"
"HMM-A.TO","Hammond Manufacturing Company Ltd",1.88,"Toronto"
"HPS-A.TO","Hammond Power Solutions Inc",6.05,"Toronto"
"HE.TO","Hanwei Energy Services Corp",0.02,"Toronto"
"HRT.TO","Harte Gold Corp",0.165,"Toronto"
"HHL.TO","Harvest Healthcare Leaders Income ETF",7.68,"Toronto"
"MDS-UN.TO","Healthcare Special Opportunities Fund",12,"Toronto"
"HBP.TO","Helix Biopharma Corp",0.47,"Toronto"
"HRX.TO","Heroux Devtek Inc",10.42,"Toronto"
"HWO.TO","High Arctic Energy Services Inc",0.61,"Toronto"
"HLF.TO","High Liner Foods Inc",8.08,"Toronto"
"HLC.TO","Holloway Lodging Corporation",8.15,"Toronto"
"HCG.TO","Home Capital Group Inc",22.07,"Toronto"
"HNL.TO","Horizon North Logistics Inc",5.04,"Toronto"
"HAD.TO","Horizons Active Cdn Bond ETF Common",11.08,"Toronto"
"HAL.TO","Horizons Active Cdn Dividend ETF Common",16,"Toronto"
"HMP.TO","Horizons Active Cdn Municipal Bond ETF E",10.18,"Toronto"
"HAB.TO","Horizons Active Corporate Bond ETF Common",11.48,"Toronto"
"HAJ.TO","Horizons Active Emerging Markets Dividend ETF Common",11.51,"Toronto"
"HFR.TO","Horizons Active Floating Rate Bond ETF Common",10.05,"Toronto"
"HFP.TO","Horizons Active Floating Rate Preferred Share ETF Common",7.45,"Toronto"
"HSL.TO","Horizons Active Floating Rate Senior Loan ETF Class E",9.23,"Toronto"
"HAZ.TO","Horizons Active Global Dividend ETF Common",23.65,"Toronto"
"HAF.TO","Horizons Active Global Fixed Income ETF",7.58,"Toronto"
"HYI.TO","Horizons Active High Yield Bond ETF Common",8.94,"Toronto"
"HPR.TO","Horizons Active Preferred Share ETF Common",7.65,"Toronto"
"HUF.TO","Horizons Active US Floating Rate Bond (USD) ETF Common",13.2,"Toronto"
"HBD.TO","BetaPro Gold Bullion -2x Daily Bear ETF",5.99,"Toronto"
"HBU.TO","BetaPro Gold Bullion 2x Daily Bull ETF",14.43,"Toronto"
"HZD.TO","BetaPro Silver -2x Daily Bear ETF",2.945,"Toronto"
"HZU.TO","BetaPro Silver 2x Daily Bull ETF",22.76,"Toronto"
"HQU.TO","BetaPro NASDAQ-100 2x Daily Bull ETF",34.19,"Toronto"
"HOD.TO","BetaPro Crude Oil -2x Daily Bear ETF",10.35,"Toronto"
"HOU.TO","BetaPro Crude Oil 2x Daily Bull ETF",14.19,"Toronto"
"HND.TO","BetaPro Natural Gas -2x Daily Bear ETF",6.87,"Toronto"
"HNU.TO","BetaPro Natural Gas 2x Daily Bull ETF",16.28,"Toronto"
"HSD.TO","BetaPro S&amp;P 500 -2x Daily Bear ETF",6.9,"Toronto"
"HSU.TO","BetaPro S&amp;P 500 2x Daily Bull ETF",34.36,"Toronto"
"HIU.TO","BetaPro S&amp;P 500 Daily Inverse ETF",19.01,"Toronto"
"HUV.TO","BetaPro S&amp;P 500 VIX Short-Term Futures ETF",52.45,"Toronto"
"HXD.TO","BetaPro S&amp;P/TSX 60 -2x Daily Bear ETF",13.72,"Toronto"
"HXU.TO","BetaPro S&amp;P/TSX 60 2x Daily Bull ETF",35.53,"Toronto"
"HIX.TO","BetaPro S&amp;P/TSX 60 Daily Inverse ETF",5.06,"Toronto"
"HED.TO","BetaPro S&amp;P/TSX Capped Energy -2x Daily Bear ETF",10.39,"Toronto"
"HEU.TO","BetaPro S&amp;P/TSX Capped Energy 2x Daily Bull ETF",19.05,"Toronto"
"HFD.TO","BetaPro S&amp;P/TSX Capped Financials -2x Daily Bear ETF",13.43,"Toronto"
"HFU.TO","BetaPro S&amp;P/TSX Capped Financials 2x Daily Bull ETF",29.23,"Toronto"
"HGD.TO","BetaPro Canadian Gold Miners -2x Daily Bear ETF",7.42,"Toronto"
"HGU.TO","BetaPro Canadian Gold Miners 2x Daily Bull ETF",32.89,"Toronto"
"CAN.TO","Horizons Canadian Dollar Currency ETF",8.67,"Toronto"
"HOG.TO","Horizons Canadian Midstream Oil &amp; Gas Index ETF",6.62,"Toronto"
"HXH.TO","Horizons Cdn High Dividend Index ETF",27.97,"Toronto"
"HII.TO","Horizons Cdn Insider Index ETF",10.39,"Toronto"
"HBB.TO","Horizons CDN Select Universe Bond ETF",51.72,"Toronto"
"HCN.TO","Horizons China High Dividend Yield Index ETF",19.4,"Toronto"
"HUG.TO","Horizons Gold ETF",16.32,"Toronto"
"HUZ.TO","Horizons Silver ETF",13.46,"Toronto"
"HEE.TO","Horizons Enhanced Income Energy ETF Common",4.3,"Toronto"
"HEX.TO","Horizons Enhanced Income Equity ETF Common",5.53,"Toronto"
"HEF.TO","Horizons Enhanced Income Financials ETF Common",7.4,"Toronto"
"HEP.TO","Horizons Enhanced Income Gold Producers ETF Common",38.61,"Toronto"
"HEJ.TO","Horizons Enhanced Income International Equity ETF Common",4.86,"Toronto"
"HEA.TO","Horizons Enhanced Income US Equity (USD) ETF Common",15.92,"Toronto"
"HRA.TO","Horizons Global Risk Parity ETF",10,"Toronto"
"HGY.TO","Horizons Gold Yield ETF Common",5.94,"Toronto"
"HGM.TO","Horizons Managed Global Opportunities ETF E",10.6,"Toronto"
"HHF.TO","Horizons Morningstar Hedge Fund Index ETF Common",15.63,"Toronto"
"HXQ.TO","Horizons NASDAQ-100 Index ETF",85.69,"Toronto"
"HNY.TO","Horizons Natural Gas Yield ETF Common",9.69,"Toronto"
"HUC.TO","Horizons Crude Oil ETF",9.65,"Toronto"
"HUN.TO","Horizons Natural Gas ETF",8.61,"Toronto"
"HSH.TO","Horizons S&amp;P 500 CAD Hedged Index ETF",83.4,"Toronto"
"HEW.TO","Horizons S&amp;P/TSX 60 Equal Weight Index ETF",10.05,"Toronto"
"HXE.TO","Horizons S&amp;P/TSX Capped Energy Index ETF",8.86,"Toronto"
"HXF.TO","Horizons S&amp;P/TSX Capped Financials Index ETF",41.62,"Toronto"
"HAC.TO","Horizons Seasonal Rotation ETF Common",19.39,"Toronto"
"HTH.TO","Horizons US 7-10 Year Treasury Bond CAD Hedged ETF",56.53,"Toronto"
"HTB.TO","Horizons US 7-10 Year Treasury Bond ETF",64.1,"Toronto"
"DLR.TO","Horizons U.S. Dollar Currency ETF",13.19,"Toronto"
"HZM.TO","Horizonte Minerals PLC",0.12,"Toronto"
"HBM.TO","Hudbay Minerals Inc",5.89,"Toronto"
"HBC.TO","Hudson's Bay Company",10.99,"Toronto"
"HSE.TO","Husky Energy Inc",4.19,"Toronto"
"H.TO","Hydro One Ltd",27.06,"Toronto"
"IMG.TO","Iamgold Corp",5.39,"Toronto"
"IBG.TO","IBI Group Inc",6.35,"Toronto"
"IFA.TO","iFabric Corp",4.8,"Toronto"
"IGM.TO","IGM Financial Inc",31.79,"Toronto"
"IMV.TO","IMV Inc",5.28,"Toronto"
"III.TO","Imperial Metals Corp",3.26,"Toronto"
"IMO.TO","Imperial Oil Ltd",20.91,"Toronto"
"INC-UN.TO","Income Financial Trust",7.1,"Toronto"
"IDG.TO","Indigo Books and Music Inc",2,"Toronto"
